时间	开盘	最高	最低	收盘	涨跌	涨幅%	振幅%	总手(万)	金额(亿)	
1992-09-14,一	762.82	793.36	714.93	734.98	-41.31	-5.32	10.10	18672100	195830020	
1992-09-15,二	727.11	751.22	694.32	738.16	+3.18	0.43	7.74	15050200	157671770	
1992-09-16,三	762.29	776.68	738.16	769.04	+30.88	4.18	5.22	19464600	203054660	
1992-09-17,四	770.65	779.56	751.08	761.72	-7.32	-0.95	3.70	14237500	144745020	
1992-09-18,五	715.89	761.72	715.89	754.40	-7.32	-0.96	6.02	7765500	81858483	
1992-09-21,一	740.97	760.13	730.30	733.44	-20.96	-2.78	3.95	11520700	116545250	
1992-09-22,二	730.71	736.90	716.23	722.70	-10.74	-1.46	2.82	8831100	91083474	
1992-09-23,三	719.41	725.59	708.50	712.37	-10.33	-1.43	2.36	7970700	82873133	
1992-09-24,四	720.51	735.49	709.63	730.57	+18.20	2.55	3.63	8701700	92839186	
1992-09-25,五	730.28	735.75	723.56	729.79	-0.78	-0.11	1.67	6734600	76255512	
1992-09-28,一	724.45	729.79	721.19	724.70	-5.09	-0.70	1.18	3303300	40798092	
1992-09-29,二	719.99	728.42	707.82	710.63	-14.07	-1.94	2.84	7786100	82381424	
1992-09-30,三	703.63	710.63	698.91	702.32	-8.31	-1.17	1.65	8633900	96512331	
1992-10-05,一	676.47	702.32	668.90	679.62	-22.70	-3.23	4.76	10100100	109752839	
1992-10-06,二	682.92	692.62	664.27	674.24	-5.38	-0.79	4.17	9554800	97525768	
1992-10-07,三	676.56	676.84	664.43	665.26	-8.98	-1.33	1.84	5725600	60947452	
1992-10-08,四	648.96	671.67	640.22	643.69	-21.57	-3.24	4.73	9194400	96306257	
1992-10-09,五	664.44	668.73	643.66	660.29	+16.60	2.58	3.89	11146000	114917315	
1992-10-12,一	687.45	713.77	661.99	690.57	+30.28	4.59	7.84	14573800	149660950	
1992-10-13,二	694.10	701.30	669.56	673.99	-16.58	-2.40	4.60	15246300	158357820	
1992-10-14,三	661.07	673.94	648.84	663.75	-10.24	-1.52	3.72	13890900	142121780	
1992-10-15,四	654.33	667.00	650.91	663.53	-0.22	-0.03	2.42	10387900	106075266	
1992-10-16,五	664.00	668.57	661.20	664.75	+1.22	0.18	1.11	8981200	91893604	
1992-10-19,一	643.79	667.46	632.40	632.40	-32.35	-4.87	5.27	9785800	100268787	
1992-10-20,二	634.41	663.65	604.50	616.29	-16.11	-2.55	9.35	9582500	103067023	
1992-10-21,三	597.15	616.29	577.23	585.70	-30.59	-4.96	6.34	10425900	107881921	
1992-10-22,四	557.03	584.91	535.79	539.79	-45.91	-7.84	8.39	14688900	149734160	
1992-10-23,五	534.41	577.52	524.07	559.73	+19.94	3.69	9.90	10716200	114178026	
1992-10-26,一	539.50	561.50	504.81	506.94	-52.79	-9.43	10.13	12189000	125484300	
1992-10-27,二	465.75	506.28	448.28	450.28	-56.66	-11.18	11.44	12665300	128776631	
1992-10-28,三	466.73	470.98	447.93	463.21	+12.93	2.87	5.12	9677200	103788751	
1992-10-29,四	468.72	484.51	455.22	484.25	+21.04	4.54	6.32	8449700	94125299	
1992-10-30,五	494.66	507.25	484.45	507.25	+23.00	4.75	4.71	12257000	129964633	
1992-11-02,一	471.18	508.81	465.55	477.61	-29.64	-5.84	8.53	8310900	99006888	
1992-11-03,二	481.34	487.07	465.60	479.81	+2.20	0.46	4.50	6877000	90717080	
1992-11-04,三	474.82	481.60	465.09	469.90	-9.91	-2.07	3.44	5917700	85452806	
1992-11-05,四	460.96	470.89	457.03	462.63	-7.27	-1.55	2.95	6102200	72446923	
1992-11-06,五	460.54	468.59	455.73	457.05	-5.58	-1.21	2.78	4024500	52648375	
1992-11-09,一	439.81	459.04	424.68	428.61	-28.44	-6.22	7.52	6520800	71923496	
1992-11-10,二	404.49	428.34	391.17	400.53	-28.08	-6.55	8.67	8188600	89992268	
1992-11-11,三	402.79	410.16	388.32	410.16	+9.63	2.40	5.45	6033400	70781591	
1992-11-12,四	408.42	416.22	402.33	415.79	+5.63	1.37	3.39	8121000	87130771	
1992-11-13,五	418.49	421.67	413.30	414.09	-1.70	-0.41	2.01	7133600	79106313	
1992-11-16,一	402.02	415.64	397.63	399.32	-14.77	-3.57	4.35	5985400	67165775	
1992-11-17,二	390.09	399.08	386.85	393.52	-5.80	-1.45	3.06	6202200	67791565	
1992-11-18,三	400.01	407.61	389.59	407.61	+14.09	3.58	4.58	5557400	59699465	
1992-11-19,四	409.61	412.23	395.16	398.95	-8.66	-2.12	4.19	6995400	76385024	
1992-11-20,五	394.90	401.44	394.31	401.44	+2.49	0.62	1.79	4743900	55774221	
1992-11-23,一	404.05	410.57	401.82	410.39	+8.95	2.23	2.18	8645400	91610670	
1992-11-24,二	414.84	448.44	410.81	440.04	+29.65	7.22	9.17	12031800	125234973	
1992-11-25,三	485.16	571.63	441.54	571.63	+131.59	29.90	29.56	25550400	264883550	
1992-11-26,四	674.74	752.32	562.01	562.01	-9.62	-1.68	33.29	44385800	451184720	
1992-11-27,五	593.66	682.40	490.54	637.66	+75.65	13.46	34.14	30076000	303435900	
1992-11-30,一	682.08	727.13	637.66	724.60	+86.94	13.63	14.03	46168400	466139370	
1992-12-01,二	718.99	749.89	713.85	716.74	-7.86	-1.08	4.97	25250400	262537140	
1992-12-02,三	694.88	722.20	690.63	722.20	+5.46	0.76	4.40	22267100	232763870	
1992-12-03,四	760.65	826.06	739.03	808.20	+86.00	11.91	12.05	41969000	444369460	
1992-12-04,五	833.23	841.02	807.02	807.02	-1.18	-0.15	4.21	45735800	461615530	
1992-12-07,一	765.87	803.12	757.34	793.25	-13.77	-1.71	5.67	33265700	339071270	
1992-12-08,二	796.63	811.57	743.90	753.94	-39.31	-4.96	8.53	59071400	596425620	
1992-12-09,三	737.94	752.89	661.66	676.45	-77.49	-10.28	12.10	33678500	342674180	
1992-12-10,四	668.46	693.41	592.78	625.23	-51.22	-7.57	14.88	25293400	258176430	
1992-12-11,五	664.61	735.62	628.91	722.28	+97.05	15.52	17.07	36787100	372690510	
1992-12-14,一	741.06	748.19	668.07	705.07	-17.21	-2.38	11.09	22777100	231872150	
1992-12-15,二	699.83	713.90	682.24	682.24	-22.83	-3.24	4.49	16075200	166198340	
1992-12-16,三	671.45	690.25	663.17	685.82	+3.58	0.52	3.97	13007600	135191460	
1992-12-17,四	689.14	707.82	685.65	707.82	+22.00	3.21	3.23	13943300	150199560	
1992-12-18,五	715.72	721.26	690.45	698.13	-9.69	-1.37	4.35	13286100	142493090	
1992-12-21,一	709.87	731.68	697.70	731.68	+33.55	4.81	4.87	40767300	411629040	
1992-12-22,二	731.58	731.90	724.74	725.78	-5.90	-0.81	0.979	23063100	233273300	
1992-12-23,三	723.84	736.27	721.44	732.05	+6.27	0.86	2.04	13421500	138606920	
1992-12-24,四	731.55	758.59	731.31	758.59	+26.54	3.63	3.73	21406400	217228550	
1992-12-25,五	768.68	781.36	761.89	764.28	+5.69	0.75	2.57	36220900	366033310	
1992-12-28,一	764.43	772.29	756.89	757.31	-6.97	-0.91	2.01	17376100	178234850	
1992-12-29,二	759.54	769.61	754.54	768.91	+11.60	1.53	1.99	17915300	187125990	
1992-12-30,三	775.07	777.43	767.07	767.52	-1.39	-0.18	1.35	18455100	194586540	
1992-12-31,四	765.86	784.03	765.41	780.39	+12.87	1.68	2.43	17231500	180355050	
1993-01-04,一	784.13	816.64	777.16	814.04	+33.65	4.31	5.06	26300400	263005150	
1993-01-05,二	817.21	859.19	813.34	858.72	+44.68	5.49	5.63	156200	495873690	
1993-01-06,三	881.00	883.42	843.16	847.44	-11.28	-1.31	4.69	56003800	543263430	
1993-01-07,四	855.80	868.97	849.53	868.97	+21.53	2.54	2.29	35480100	353814530	
1993-01-08,五	882.57	893.86	878.33	889.47	+20.50	2.36	1.79	61836900	606896180	
1993-01-11,一	913.44	977.42	901.47	977.42	+87.95	9.89	8.54	93691700	902280900	
1993-01-12,二	1001.93	1028.43	982.15	987.26	+9.84	1.01	4.73	92232000	860616640	
1993-01-13,三	996.41	1024.05	973.30	1024.05	+36.79	3.73	5.14	57267700	552202130	
1993-01-14,四	1053.91	1088.58	1036.03	1086.43	+62.38	6.09	5.13	96979300	936366190	
1993-01-15,五	1083.58	1099.83	1054.46	1063.76	-22.67	-2.09	4.18	543200	698121230	
1993-01-18,一	1067.98	1078.03	1052.80	1055.32	-8.44	-0.79	2.37	50366300	496584100	
1993-01-19,二	1053.52	1064.08	991.83	991.83	-63.49	-6.02	6.85	59389100	587916250	
1993-01-20,三	990.09	1050.09	984.74	1043.31	+51.48	5.19	6.59	39201200	388841870	
1993-01-21,四	1051.58	1077.82	1046.18	1074.26	+30.95	2.97	3.03	47613500	466198970	
1993-01-22,五	1074.34	1109.58	1073.64	1100.31	+26.05	2.42	3.35	50541200	497124540	
1993-01-27,三	1126.35	1162.44	1113.57	1162.44	+62.13	5.65	4.44	77749800	764462840	
1993-01-28,四	1182.39	1186.21	1146.90	1150.35	-12.09	-1.04	3.38	79453400	772350150	
1993-01-29,五	1156.83	1198.48	1140.24	1198.48	+48.13	4.18	5.06	77772700	753545410	
1993-02-01,一	1242.33	1278.50	1222.18	1278.50	+80.02	6.68	4.70	124481600	1288016300	
1993-02-02,二	1292.40	1325.24	1291.99	1310.58	+32.08	2.51	2.60	116568800	1186359140	
1993-02-03,三	1321.63	1326.19	1265.70	1300.56	-10.02	-0.76	4.62	98489800	1007197890	
1993-02-04,四	1323.13	1371.58	1297.46	1371.58	+71.02	5.46	5.70	109766500	1114135580	
1993-02-05,五	1371.34	1404.64	1325.85	1332.96	-38.62	-2.82	5.74	137769300	1385290700	
1993-02-08,一	1339.59	1393.34	1334.19	1393.17	+60.21	4.52	4.44	113463800	1134661070	
1993-02-09,二	1427.33	1483.52	1426.48	1474.92	+81.75	5.87	4.09	160899000	1635836000	
1993-02-10,三	1500.52	1528.51	1448.07	1454.46	-20.46	-1.39	5.45	176715900	1776944100	
1993-02-11,四	1495.92	1497.01	1364.67	1397.38	-57.08	-3.92	9.10	139091200	1362061200	
1993-02-12,五	1378.20	1458.76	1352.27	1458.76	+61.38	4.39	7.62	122429600	1160274650	
1993-02-15,一	1536.82	1544.10	1499.10	1536.82	+78.06	5.35	3.08	156256000	1598791200	
1993-02-16,二	1555.15	1558.95	1504.36	1513.48	-23.34	-1.52	3.55	119030900	1218624520	
1993-02-17,三	1515.25	1533.58	1502.88	1504.00	-9.48	-0.63	2.03	95616400	956165280	
1993-02-18,四	1503.72	1538.61	1497.79	1508.22	+4.22	0.28	2.71	92360200	997229050	
1993-02-19,五	1471.56	1514.46	1441.07	1499.74	-8.48	-0.56	4.87	142743600	1482042800	
1993-02-22,一	1487.84	1527.13	1453.31	1456.29	-43.45	-2.90	4.92	85572300	941933200	
1993-02-23,二	1420.63	1466.07	1346.15	1367.36	-88.93	-6.11	8.23	93841600	992925980	
1993-02-24,三	1310.04	1346.48	1196.47	1264.96	-102.40	-7.49	10.97	144239700	1506185100	
1993-02-25,四	1271.20	1421.35	1261.76	1410.36	+145.40	11.49	12.62	134767200	1400826300	
1993-02-26,五	1436.99	1444.05	1320.89	1339.88	-70.48	-5.00	8.73	157758400	1613234400	
1993-03-01,一	1328.22	1339.10	1199.73	1199.73	-140.15	-10.46	10.40	85386900	891107150	
1993-03-02,二	1207.57	1285.17	1186.33	1245.09	+45.36	3.78	8.24	82732200	858824230	
1993-03-03,三	1263.74	1267.54	1220.03	1231.77	-13.32	-1.07	3.82	35383200	378409790	
1993-03-04,四	1231.92	1244.65	1131.29	1159.13	-72.64	-5.90	9.20	49926300	529912410	
1993-03-05,五	1116.41	1180.58	1026.18	1109.54	-49.59	-4.28	13.32	90117100	919757130	
1993-03-08,一	1133.52	1325.49	1133.46	1209.65	+100.11	9.02	17.31	183143400	1862036500	
1993-03-09,二	1160.13	1209.66	1129.81	1137.79	-71.86	-5.94	6.60	82503200	861924150	
1993-03-10,三	1099.52	1190.33	1089.34	1188.97	+51.18	4.50	8.88	67346200	691215620	
1993-03-11,四	1219.47	1261.80	1196.25	1261.80	+72.83	6.13	5.51	104360600	1060954130	
1993-03-12,五	1280.35	1286.07	1231.39	1236.35	-25.45	-2.02	4.33	95839300	970839380	
1993-03-15,一	1226.66	1241.04	1171.73	1171.73	-64.62	-5.23	5.61	51423000	488143490	
1993-03-16,二	1167.91	1222.55	1155.08	1222.55	+50.82	4.34	5.76	42094400	435521860	
1993-03-17,三	1238.80	1239.33	1193.58	1202.83	-19.72	-1.61	3.74	30923400	297425640	
1993-03-18,四	1203.20	1206.58	1171.43	1184.48	-18.35	-1.53	2.92	30978000	295856040	
1993-03-19,五	1188.35	1207.56	1171.73	1174.99	-9.49	-0.80	3.02	43165800	418083130	
1993-03-22,一	1148.29	1179.05	1036.92	1036.92	-138.07	-11.75	12.10	64584900	620035550	
1993-03-23,二	1035.58	1035.63	958.42	971.25	-65.67	-6.33	7.45	54890800	520749990	
1993-03-24,三	965.58	996.58	956.97	956.97	-14.28	-1.47	4.08	31525300	296481060	
1993-03-25,四	963.53	965.96	913.74	945.42	-11.55	-1.21	5.46	30942000	299417350	
