Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-28 00:00:00+08:00,10.199999809265137,10.5600004196167,9.529999732971191,10.199999809265137,68956200,0.0,0.0
2019-03-29 00:00:00+08:00,10.199999809265137,10.199999809265137,9.960000038146973,10.140000343322754,8198514,0.0,0.0
2019-04-01 00:00:00+08:00,10.199999809265137,11.180000305175781,10.039999961853027,11.0600004196167,17415510,0.0,0.0
2019-04-02 00:00:00+08:00,11.180000305175781,11.800000190734863,10.880000114440918,11.100000381469727,9609040,0.0,0.0
2019-04-03 00:00:00+08:00,11.0,11.199999809265137,10.800000190734863,11.039999961853027,7454500,0.0,0.0
2019-04-04 00:00:00+08:00,11.100000381469727,11.199999809265137,10.899999618530273,11.020000457763672,3969800,0.0,0.0
2019-04-08 00:00:00+08:00,11.0,11.479999542236328,10.819999694824219,11.020000457763672,7023000,0.0,0.0
2019-04-09 00:00:00+08:00,11.0,11.039999961853027,10.5,10.84000015258789,7075600,0.0,0.0
2019-04-10 00:00:00+08:00,10.84000015258789,10.880000114440918,10.399999618530273,10.4399995803833,1987200,0.0,0.0
2019-04-11 00:00:00+08:00,10.5,10.800000190734863,10.5,10.600000381469727,5381500,0.0,0.0
2019-04-12 00:00:00+08:00,10.600000381469727,10.899999618530273,10.4399995803833,10.680000305175781,1524500,0.0,0.0
2019-04-15 00:00:00+08:00,10.680000305175781,11.119999885559082,10.680000305175781,10.819999694824219,1653000,0.0,0.0
2019-04-16 00:00:00+08:00,10.859999656677246,10.859999656677246,10.5600004196167,10.760000228881836,1990100,0.0,0.0
2019-04-17 00:00:00+08:00,10.739999771118164,11.0,10.739999771118164,10.979999542236328,2577000,0.0,0.0
2019-04-18 00:00:00+08:00,11.020000457763672,11.579999923706055,10.979999542236328,11.220000267028809,5487000,0.0,0.0
2019-04-23 00:00:00+08:00,11.260000228881836,11.699999809265137,11.220000267028809,11.600000381469727,2778000,0.0,0.0
2019-04-24 00:00:00+08:00,11.600000381469727,12.079999923706055,11.319999694824219,11.5,4305500,0.0,0.0
2019-04-25 00:00:00+08:00,11.520000457763672,11.899999618530273,11.020000457763672,11.100000381469727,2401500,0.0,0.0
2019-04-26 00:00:00+08:00,11.0,11.319999694824219,11.0,11.15999984741211,2461500,0.0,0.0
2019-04-29 00:00:00+08:00,11.15999984741211,11.199999809265137,11.0,11.020000457763672,3408100,0.0,0.0
2019-04-30 00:00:00+08:00,11.020000457763672,11.119999885559082,10.579999923706055,11.020000457763672,3200600,0.0,0.0
2019-05-02 00:00:00+08:00,11.0,11.199999809265137,11.0,11.100000381469727,1605000,0.0,0.0
2019-05-03 00:00:00+08:00,11.100000381469727,11.199999809265137,11.0,11.119999885559082,1181500,0.0,0.0
2019-05-06 00:00:00+08:00,10.800000190734863,10.899999618530273,10.600000381469727,10.800000190734863,3118500,0.0,0.0
2019-05-07 00:00:00+08:00,10.779999732971191,11.039999961853027,10.619999885559082,10.84000015258789,958000,0.0,0.0
2019-05-08 00:00:00+08:00,10.800000190734863,10.800000190734863,10.399999618530273,10.420000076293945,1398500,0.0,0.0
2019-05-09 00:00:00+08:00,10.279999732971191,10.520000457763672,9.960000038146973,10.039999961853027,2780150,0.0,0.0
2019-05-10 00:00:00+08:00,10.020000457763672,10.720000267028809,9.899999618530273,10.039999961853027,2065500,0.0,0.0
2019-05-14 00:00:00+08:00,9.989999771118164,10.199999809265137,9.890000343322754,10.15999984741211,892000,0.0,0.0
2019-05-15 00:00:00+08:00,10.34000015258789,10.800000190734863,10.34000015258789,10.680000305175781,1165500,0.0,0.0
2019-05-16 00:00:00+08:00,10.699999809265137,10.699999809265137,10.399999618530273,10.5,149030,0.0,0.0
2019-05-17 00:00:00+08:00,10.34000015258789,10.5,10.180000305175781,10.279999732971191,202000,0.0,0.0
2019-05-20 00:00:00+08:00,10.479999542236328,10.479999542236328,9.9399995803833,9.949999809265137,603500,0.0,0.0
2019-05-21 00:00:00+08:00,10.119999885559082,10.140000343322754,9.970000267028809,9.989999771118164,553300,0.0,0.0
2019-05-22 00:00:00+08:00,10.020000457763672,10.239999771118164,10.020000457763672,10.15999984741211,199700,0.0,0.0
2019-05-23 00:00:00+08:00,10.079999923706055,10.079999923706055,9.640000343322754,9.670000076293945,543600,0.0,0.0
2019-05-24 00:00:00+08:00,9.800000190734863,9.880000114440918,9.800000190734863,9.819999694824219,257000,0.0,0.0
2019-05-27 00:00:00+08:00,10.0,10.0,9.5,9.770000457763672,400000,0.0,0.0
2019-05-28 00:00:00+08:00,9.699999809265137,10.039999961853027,9.699999809265137,9.920000076293945,103500,0.0,0.0
2019-05-29 00:00:00+08:00,9.819999694824219,9.930000305175781,9.65999984741211,9.920000076293945,72200,0.0,0.0
2019-05-30 00:00:00+08:00,9.899999618530273,9.899999618530273,9.649999618530273,9.770000457763672,102500,0.0,0.0
2019-05-31 00:00:00+08:00,9.75,9.770000457763672,9.699999809265137,9.739999771118164,196000,0.0,0.0
